"Ghazanfar Brothers
Purchase Detail Report
Date From: 25-09-2001    To: 04-07-2026",,,,,,,
Date Time,Item,Unit Name,Unit Number,Quantity,Purchase Price,Amount,Account Name
02-Jul-26 ,123 Panasonic Stick Blender,,6,6,2950,"17,700",Sitara Trading Company
,,,,352.00,,"1,617,600.00",
Stock ID: 124-29723 ,,,,,,,
01-Jul-26 ,Base Masala Dubi,,1200,"1,200",120,"144,000",Shahid Gujranwala Body Maker
01-Jul-26 ,Base Jug,,1200,"1,200",120,"144,000",Shahid Gujranwala Body Maker
,,,,"2,400.00",,"288,000.00",
Stock ID: 124-29724 ,,,,,,,
02-Jul-26 ,3067 Anex Electric Oven,,1,1,23978.5,"23,978.5",Anex Company Farrukh Sahab
,,,,1.00,,"23,978.50",
Stock ID: 124-29725 ,,,,,,,
01-Jul-26 ,2211 Crystal Handal Light Weight Iron,,60,60,1850,"111,000",Haider Sahab Iron
01-Jul-26 ,1040 GB National Gray Iron,,90,90,1400,"126,000",Haider Sahab Iron
,,,,150.00,,"237,000.00",
Stock ID: 124-29739 ,,,,,,,
02-Jul-26 ,763 ND National Food Processor,,4,4,9222,"36,888",National Distributor
,,,,4.00,,"36,888.00",
Stock ID: 124-2975 ,,,,,,,
04-Oct-25 ,460 National Kettle,,144,144,1280,"184,320",National Distributor
,,,,144.00,,"184,320.00",
Stock ID: 124-2976 ,,,,,,,
04-Oct-25 ,2070 National Iron N Gray ,,150,150,1510,"226,500",Haider Sahab Iron
,,,,150.00,,"226,500.00",
Stock ID: 124-2977 ,,,,,,,
04-Oct-25 ,6786 Kenwood Air Fryer 12 Ltr,,30,30,14000,"420,000",Abid Bhai Seco 
,,,,30.00,,"420,000.00",
Stock ID: 124-29772 ,,,,,,,
02-Jul-26 ,532 Kenwood Blender,,24,24,2500,"60,000",Sitara Trading Company
,,,,24.00,,"60,000.00",
Stock ID: 124-29773 ,,,,,,,
02-Jul-26 ,800 Oxford Blender,,12,12,2072.6,"24,871.2",Sitara Trading Company
,,,,12.00,,"24,871.20",
Stock ID: 124-29774 ,,,,,,,
02-Jul-26 ,1760 JP Juicer 4in1,,6,6,3950,"23,700",Sitara Trading Company
,,,,6.00,,"23,700.00",
Stock ID: 124-29778 ,,,,,,,
02-Jul-26 ,130 DG Microwave Oven Touch With Grill,,2,2,22500,"45,000",Sitara Traders Micro Deal 
,,,,2.00,,"45,000.00",
Stock ID: 124-2978 ,,,,,,,
04-Oct-25 ,113 St National Special Iron,,150,150,1535,"230,250",Haider Sahab Iron
,,,,150.00,,"230,250.00",
Stock ID: 124-2979 ,,,,,,,
03-Oct-25 ,40 MH Hot Plate,,400,400,3300,"1,320,000",Multy Net Mehdi Bhai
,,,,400.00,,"1,320,000.00",
Stock ID: 124-29814 ,,,,,,,
03-Jul-26 ,632 Phi;ips Blender ,,30,30,2500,"75,000",Sitara Trading Company
03-Jul-26 ,532 Kenwood Blender,,30,30,2500,"75,000",Sitara Trading Company
,,,,60.00,,"150,000.00",
Stock ID: 124-29815 ,,,,,,,
03-Jul-26 ,3600 National 4in1 Juicer,,75,75,3950,"296,250",Sitara Trading Company
,,,,75.00,,"296,250.00",
Stock ID: 124-29816 ,,,,,,,
03-Jul-26 ,300 Kenwood Hot Plate,,32,32,3350,"107,200",Sitara Trading Company
,,,,32.00,,"107,200.00",
Stock ID: 124-29817 ,,,,,,,
03-Jul-26 ,111 Raf Hot Plate,,48,48,3250,"156,000",Sitara Trading Company
03-Jul-26 ,1304 Panasonic Hand Blender Stick,,30,30,3050,"91,500",Sitara Trading Company
,,,,78.00,,"247,500.00",
Stock ID: 124-29818 ,,,,,,,
03-Jul-26 ,61 ND National Iron,,6,6,3306,"19,836",National Distributor
03-Jul-26 ,81 ND National Heavy Weight Iron,,6,6,3306,"19,836",National Distributor
03-Jul-26 ,763 ND National Food Processor,,2,2,9222,"18,444",National Distributor
,,,,14.00,,"58,116.00",
Stock ID: 124-29819 ,,,,,,,
03-Jul-26 ,Thermopore Sheet Juicer 3in1,,605,605,68,"41,140",Opening Stock
03-Jul-26 ,Thermopore Sheet Juicer 3in1,,1000,"1,000",75,"75,000",Opening Stock
,,,,"1,605.00",,"116,140.00",
Stock ID: 124-29820 ,,,,,,,
02-Jul-26 ,607 Sandwich Maker,,180,180,2080,"374,400",Asif Noori Sahab
,,,,180.00,,"374,400.00",
Stock ID: 124-29821 ,,,,,,,
03-Jul-26 ,7 MD Dawlance Microwave  Oven,,23,23,14150,"325,450",Ajab Khan Gujranwala
03-Jul-26 ,7 MD Dawlance Microwave  Oven,,50,50,14150,"707,500",Ajab Khan Gujranwala
03-Jul-26 ,128 Dawlance Microwave Oven,,10,10,28600,"286,000",Ajab Khan Gujranwala
03-Jul-26 ,4 MD Black Dawlance Microwave Oven,,4,4,14150,"56,600",Ajab Khan Gujranwala
03-Jul-26 ,15 MD Dawlance Microwave Oven,,25,25,12300,"307,500",Ajab Khan Gujranwala
,,,,112.00,,"1,683,050.00",
Stock ID: 124-29822 ,,,,,,,
03-Jul-26 ,607 Sandwich Maker,,120,120,2080,"249,600",Asif Noori Sahab
,,,,120.00,,"249,600.00",
Stock ID: 124-29835 ,,,,,,,
03-Jul-26 ,701 Spell Blender,,6,6,2610,"15,660",National Distributor
,,,,6.00,,"15,660.00",
Stock ID: 124-2985 ,,,,,,,
04-Oct-25 ,603 Oxford Blender DD,,6,6,2132.8,"12,796.8",Sitara Trading Company
,,,,6.00,,"12,796.80",
Stock ID: 124-29853 ,,,,,,,
01-Jul-26 ,7 MD Dawlance Microwave  Oven,,68,68,14100,"958,800",Haji Khan Muhammad Darogawala
,,,,68.00,,"958,800.00",
Stock ID: 124-29854 ,,,,,,,
03-Jul-26 ,0816 Panasonic Iron Special Gray,,150,150,1850,"277,500",Haider Sahab Iron
,,,,150.00,,"277,500.00",
Stock ID: 124-29865 ,,,,,,,
03-Jul-26 ,43 HM ND National Hand Blender,,24,24,3132,"75,168",National Distributor
03-Jul-26 ,552 ND National Chopper,,24,24,5307,"127,368",National Distributor
,,,,48.00,,"202,536.00",
Stock ID: 124-29878 ,,,,,,,
03-Jul-26 ,697 Anex Blender Unbreakable,,6,6,5705.7,"34,234.2",Anex Company Farrukh Sahab
03-Jul-26 ,3048 Anex Chopper,,4,4,15069.6,"60,278.4",Anex Company Farrukh Sahab
,,,,10.00,,"94,512.60",
Stock ID: 124-29910 ,,,,,,,
03-Jul-26 ,4040 Oxford 4in1 Juicer,,3,3,4472,"13,416",Sitara Trading Company
,,,,3.00,,"13,416.00",
Stock ID: 124-29912 ,,,,,,,
04-Jul-26 ,22 AWT Panasonic Malaysia Iron,,180,180,8650,"1,557,000",Noshad Rasheed Center
,,,,180.00,,"1,557,000.00",
Stock ID: 124-29913 ,,,,,,,
04-Jul-26 ,22 AWT Panasonic Malaysia Iron,,240,240,8650,"2,076,000",Noshad Rasheed Center
04-Jul-26 ,22 AWT Panasonic Japani Iron,,60,60,14350,"861,000",Noshad Rasheed Center
,,,,300.00,,"2,937,000.00",
Stock ID: 124-29914 ,,,,,,,
04-Jul-26 ,33013 Geepas Induction Cooker,,2,2,10000,"20,000",Hassan Cash Deal
,,,,2.00,,"20,000.00",
Stock ID: 124-30 ,,,,,,,
02-Sep-25 ,6790 Philips Air Fryer 12 Ltr,,6,6,14800,"88,800",Abid Bhai Seco 
02-Sep-25 ,6790 Philips Air Fryer 12 Ltr,,6,6,14800,"88,800",Abid Bhai Seco 
,,,,12.00,,"177,600.00",
Stock ID: 124-300 ,,,,,,,
04-Sep-25 ,326 ND National Vacuum Cleaner,,2,2,12180,"24,360",National Distributor
,,,,2.00,,"24,360.00",
Stock ID: 124-301 ,,,,,,,
04-Sep-25 ,176 Panasonic Juicer P New 3in1,,3,3,3500,"10,500",Sitara Trading Company
,,,,3.00,,"10,500.00",
Stock ID: 124-3017 ,,,,,,,
04-Oct-25 ,360 National 3in1 Juicer,,3,3,3100,"9,300",Sitara Trading Company
04-Oct-25 ,160 National 3in1 Juicer,,3,3,3100,"9,300",Sitara Trading Company
,,,,6.00,,"18,600.00",
Stock ID: 124-3018 ,,,,,,,
04-Oct-25 ,710 Oxford Juicer,,6,6,3973.2,"23,839.2",Sitara Trading Company
,,,,6.00,,"23,839.20",
Stock ID: 124-3019 ,,,,,,,
04-Oct-25 ,610 Oxford Juicer,,18,18,3844.2,"69,195.6",Sitara Trading Company
,,,,18.00,,"69,195.60",
Stock ID: 124-3033 ,,,,,,,
04-Oct-25 ,303 Kenwood Hot Plate,,60,60,3350,"201,000",Sitara Trading Company
04-Oct-25 ,503 Panasonic Hot Plate,,40,40,3350,"134,000",Sitara Trading Company
04-Oct-25 ,403 Philips Hot Plate,,40,40,3350,"134,000",Sitara Trading Company
04-Oct-25 ,110 RAF Hot Plate,,40,40,3350,"134,000",Sitara Trading Company
,,,,180.00,,"603,000.00",
Stock ID: 124-3049 ,,,,,,,
04-Oct-25 ,20MXP4 Haier 20L Micro Oven,,40,40,12500,"500,000",Haji Khan Muhammad Darogawala
,,,,40.00,,"500,000.00",
Stock ID: 124-3095 ,,,,,,,
06-Oct-25 ,8083 ND National Blender DD,,6,6,3045,"18,270",National Distributor
,,,,6.00,,"18,270.00",
Stock ID: 124-3096 ,,,,,,,
06-Oct-25 ,100 DS Hot Plate,,32,32,3350,"107,200",Sitara Trading Company
06-Oct-25 ,503 Panasonic Hot Plate,,40,40,3350,"134,000",Sitara Trading Company
06-Oct-25 ,610 Oxford Juicer,,63,63,3844.2,"242,184.6",Sitara Trading Company
06-Oct-25 ,303 Kenwood Hot Plate,,30,30,3350,"100,500",Sitara Trading Company
,,,,165.00,,"583,884.60",
Stock ID: 124-3097 ,,,,,,,
04-Oct-25 ,1589 Comerical Blender Sliver Crest,,144,144,3700,"532,800",Khan Baba Hall Road
04-Oct-25 ,1589 Comerical Blender Sliver Crest,,144,144,3700,"532,800",Khan Baba Hall Road
,,,,288.00,,"1,065,600.00",
Stock ID: 124-3098 ,,,,,,,
03-Oct-25 ,BUTTON DEURON ,,432,432,80,"34,560",Raees Ahmad Peer Makki
,,,,432.00,,"34,560.00",
Stock ID: 124-3099 ,,,,,,,
03-Oct-25 ,810 DS Air Fryer,,11,11,12500,"137,500",Usman Shanwari
03-Oct-25 ,820 DS Air Fryer,,49,49,12500,"612,500",Usman Shanwari
,,,,60.00,,"750,000.00",
Stock ID: 124-31 ,,,,,,,
02-Sep-25 ,617 Panasonic Kettle ,,12,12,1125,"13,500",Sitara Trading Company
,,,,12.00,,"13,500.00",
Stock ID: 124-3100 ,,,,,,,
03-Oct-25 ,7725 Hot Plate,,258,258,3600,"928,800",Raees Ahmad Peer Makki
,,,,258.00,,"928,800.00",
Stock ID: 124-3101 ,,,,,,,
29-Sep-25 ,176 HS Panasonic 3in1 Juicer 7025CC,,149,149,0,,Saddam Bhai Jamal Center
,,,,149.00,,0.00,
Stock ID: 124-3102 ,,,,,,,
30-Sep-25 ,176 MS Panasonic 3in1 Juicer,,126,126,0,,Saddam Bhai Jamal Center
,,,,126.00,,0.00,
Stock ID: 124-3103 ,,,,,,,
30-Sep-25 ,176 HS Panasonic 3in1 Juicer 7025CC,,25,25,0,,Saddam Bhai Jamal Center
,,,,25.00,,0.00,
Stock ID: 124-3104 ,,,,,,,
01-Oct-25 ,176 HS Panasonic 3in1 Juicer 7025CC,,150,150,0,,Saddam Bhai Jamal Center
,,,,150.00,,0.00,
Stock ID: 124-3105 ,,,,,,,
02-Oct-25 ,70 kw kenwood blender,,300,300,0,,Saddam Bhai Jamal Center
,,,,300.00,,0.00,
Stock ID: 124-3106 ,,,,,,,
03-Oct-25 ,1018 Panasonic Blender 7020 Copper,,300,300,0,,Saddam Bhai Jamal Center
,,,,300.00,,0.00,
Stock ID: 124-3107 ,,,,,,,
04-Oct-25 ,1760 Panasonic Juicer JP (PC) 4in1,,15,15,0,,Saddam Bhai Jamal Center
04-Oct-25 ,Juicer White Body 3in1 7025cc,,15,15,0,,Saddam Bhai Jamal Center
04-Oct-25 ,Juicer White Body 3in1 7025 Copper,,105,105,0,,Saddam Bhai Jamal Center
04-Oct-25 ,1760 SOFT WHITE BODY 7025 COOPER ,,15,15,0,,Saddam Bhai Jamal Center
,,,,150.00,,0.00,
Stock ID: 124-3116 ,,,,,,,
04-Oct-25 ,410 Panasonic Blender,,12,12,1725,"20,700",Sitara Trading Company
04-Oct-25 ,423 Panasonic Blender DD,,12,12,2035,"24,420",Sitara Trading Company
,,,,24.00,,"45,120.00",
Stock ID: 124-312 ,,,,,,,
04-Sep-25 ,2800 ND National Electric Oven,,2,2,13050,"26,100",National Distributor
,,,,2.00,,"26,100.00",
Stock ID: 124-3127 ,,,,,,,
06-Oct-25 ,9770 Philips Air Fryer 12 Ltr,,10,10,17300,"173,000",Angeleno Madina Bara Center
,,,,10.00,,"173,000.00",
Stock ID: 124-3128 ,,,,,,,
06-Oct-25 ,822 Anex Egg Beater With Bowl,,6,6,8508.5,"51,051",Anex Company Farrukh Sahab
,,,,6.00,,"51,051.00",
Stock ID: 124-3129 ,,,,,,,
06-Oct-25 ,2138 Anex 3in1 Sandwich Maker,,4,4,8872.5,"35,490",Anex Company Farrukh Sahab
,,,,4.00,,"35,490.00",
Stock ID: 124-3146 ,,,,,,,
06-Oct-25 ,22 AWT Panasonic Malaysia Iron,,30,30,6650,"199,500",Noshad Rasheed Center
,,,,30.00,,"199,500.00",
Stock ID: 124-3147 ,,,,,,,
06-Oct-25 ,606 Oxford Coffee Grinder,,12,12,1621.1,"19,453.2",Sitara Trading Company
06-Oct-25 ,403 Philips Hot Plate,,8,8,3350,"26,800",Sitara Trading Company
,,,,20.00,,"46,253.20",
Stock ID: 124-3150 ,,,,,,,
06-Oct-25 ,3000 Philips Blender,,1,1,16000,"16,000",Qazzafi Electronics 
,,,,1.00,,"16,000.00",
Stock ID: 124-3158 ,,,,,,,
06-Oct-25 ,Kettle China National,,80,80,780,"62,400",Sitara Trading Company
,,,,80.00,,"62,400.00",
Stock ID: 124-3165 ,,,,,,,
03-Oct-25 ,2024 Panasonic Food Factory,,80,80,11600,"928,000",Ibrahim Khan 
03-Oct-25 ,Kettle China National,,288,288,820,"236,160",Ibrahim Khan 
,,,,368.00,,"1,164,160.00",
Stock ID: 124-3166 ,,,,,,,
03-Oct-25 ,1589 Comerical Blender Sliver Crest,,72,72,3700,"266,400",Khan Baba Hall Road
03-Oct-25 ,1589 Comerical Blender Sliver Crest,,72,72,3700,"266,400",Khan Baba Hall Road
,,,,144.00,,"532,800.00",
Stock ID: 124-318 ,,,,,,,
05-Sep-25 ,617 Panasonic Kettle ,,600,600,1100,"660,000",Sitara Trading Company
,,,,600.00,,"660,000.00",
Stock ID: 124-32 ,,,,,,,
02-Sep-25 ,Wire Blender Amm,,2800,"2,800",33,"92,400",Imran Wire 
,,,,"2,800.00",,"92,400.00",
Stock ID: 124-3233 ,,,,,,,
06-Oct-25 ,4455 ST National Heavy Commercial 3in1 Juicer IB,,2,2,5800,"11,600",Ibrahim Khan 
,,,,2.00,,"11,600.00",
Stock ID: 124-3234 ,,,,,,,
06-Oct-25 ,1589 Comerical Blender Sliver Crest,,144,144,3700,"532,800",Khan Baba Hall Road
,,,,144.00,,"532,800.00",
Stock ID: 124-3235 ,,,,,,,
07-Oct-25 ,Kettle China National,,448,448,780,"349,440",Sitara Trading Company
,,,,448.00,,"349,440.00",
Stock ID: 124-3236 ,,,,,,,
07-Oct-25 ,110 RAF Hot Plate,,80,80,3350,"268,000",Sitara Trading Company
07-Oct-25 ,110 RAF Hot Plate,,40,40,3350,"134,000",Sitara Trading Company
,,,,120.00,,"402,000.00",
Stock ID: 124-3241 ,,,,,,,
07-Oct-25 ,22 AWT Panasonic Malaysia Iron,,120,120,6650,"798,000",Noshad Rasheed Center
07-Oct-25 ,22 AWT Panasonic Malaysia Iron,,180,180,6650,"1,197,000",Noshad Rasheed Center
,,,,300.00,,"1,995,000.00",
Stock ID: 124-3242 ,,,,,,,
07-Oct-25 ,40 MH Hot Plate,,200,200,3300,"660,000",Multy Net Mehdi Bhai
,,,,200.00,,"660,000.00",
Stock ID: 124-3243 ,,,,,,,
07-Oct-25 ,BB2 Electric Oven,,5,5,14500,"72,500",Angeleno Madina Bara Center
07-Oct-25 ,9770 Philips Air Fryer 12 Ltr,,10,10,17300,"173,000",Angeleno Madina Bara Center
07-Oct-25 ,BB2 Electric Oven,,20,20,14500,"290,000",Angeleno Madina Bara Center
07-Oct-25 ,BB1 Electric Oven,,5,5,11500,"57,500",Angeleno Madina Bara Center
07-Oct-25 ,BB1 Electric Oven,,20,20,11500,"230,000",Angeleno Madina Bara Center
,,,,60.00,,"823,000.00",
Stock ID: 124-3245 ,,,,,,,
07-Oct-25 ,665 Philips Air Fryer,,6,6,11500,"69,000",National Distributor
07-Oct-25 ,5040 Kenwood Air Fryer,,6,6,11500,"69,000",National Distributor
,,,,12.00,,"138,000.00",
Stock ID: 124-3249 ,,,,,,,
07-Oct-25 ,618 ND National Food Processor,,10,10,9222,"92,220",National Distributor
,,,,10.00,,"92,220.00",
Stock ID: 124-3256 ,,,,,,,
07-Oct-25 ,615 ND National Food Processor,,10,10,9222,"92,220",National Distributor
07-Oct-25 ,8082 ND National Blender,,30,30,2558,"76,740",National Distributor
07-Oct-25 ,1804 ND National 4in1 Juicer,,10,10,7482,"74,820",National Distributor
07-Oct-25 ,618 ND National Food Processor,,10,10,9222,"92,220",National Distributor
,,,,60.00,,"336,000.00",
Stock ID: 124-3271 ,,,,,,,
07-Oct-25 ,2020 Anex Air Fryer,,2,2,25844,"51,688",Anex Company Farrukh Sahab
,,,,2.00,,"51,688.00",
Stock ID: 124-3272 ,,,,,,,
07-Oct-25 ,909 ND National Meat Grinder Machine,,2,2,11832,"23,664",National Distributor
,,,,2.00,,"23,664.00",
Stock ID: 124-33 ,,,,,,,
03-Sep-25 ,1055 ND National Hot Plate,,8,8,5220,"41,760",National Distributor
03-Sep-25 ,1065 nd hot plate,,8,8,5220,"41,760",National Distributor
03-Sep-25 ,8825 Panasonic 3in1 Juicer MP,,15,15,6351,"95,265",National Distributor
,,,,31.00,,"178,785.00",
Stock ID: 124-3303 ,,,,,,,
07-Oct-25 ,1172 China Philips Iron,,120,120,1600,"192,000",Shahid Bhai Iron
07-Oct-25 ,1174 Philips Iron Light Weight,,120,120,1500,"180,000",Shahid Bhai Iron
,,,,240.00,,"372,000.00",
Stock ID: 124-3304 ,,,,,,,
07-Oct-25 ,128 Dawlance Microwave Oven,,10,10,27700,"277,000",Farukh Bhai Dawlance 
,,,,10.00,,"277,000.00",
Stock ID: 124-3305 ,,,,,,,
07-Oct-25 ,602 Russel Hobbs Hot Plate,,240,240,3400,"816,000",Zeeshan NP
,,,,240.00,,"816,000.00",
Stock ID: 124-3306 ,,,,,,,
07-Oct-25 ,222 ND National Juicer,,30,30,6351,"190,530",National Distributor
,,,,30.00,,"190,530.00",
Stock ID: 124-3313 ,,,,,,,
07-Oct-25 ,3080 Anex Electric Oven Toaster,,15,15,32487,"487,305",Anex Company Farrukh Sahab
,,,,15.00,,"487,305.00",
Stock ID: 124-3318 ,,,,,,,
07-Oct-25 ,763 ND National Food Processor,,4,4,9222,"36,888",National Distributor
,,,,4.00,,"36,888.00",
Stock ID: 124-3323 ,,,,,,,
07-Oct-25 ,485 Philips Kettle,,32,32,1330,"42,560",National Distributor
,,,,32.00,,"42,560.00",
Stock ID: 124-3328 ,,,,,,,
06-Oct-25 ,Juicer White Body 3in1 7025 Copper,,75,75,0,,Saddam Bhai Jamal Center
06-Oct-25 ,Juicer White Body 3in1 7025cc,,75,75,0,,Saddam Bhai Jamal Center
,,,,150.00,,0.00,
Stock ID: 124-3349 ,,,,,,,
07-Oct-25 ,162 Dawlance Micro Oven,,1,1,42500,"42,500",Pasha Electronic Patiala Ground
,,,,1.00,,"42,500.00",
Stock ID: 124-3370 ,,,,,,,
08-Oct-25 ,8825 Panasonic 3in1 Juicer MP,,15,15,6351,"95,265",National Distributor
,,,,15.00,,"95,265.00",
Stock ID: 124-3375 ,,,,,,,
06-Oct-25 ,2024 Panasonic Food Factory,,20,20,11600,"232,000",Ibrahim Khan 
06-Oct-25 ,Kettle China National,,168,168,820,"137,760",Ibrahim Khan 
06-Oct-25 ,2025 Panasonic Food Factory ,,60,60,8600,"516,000",Ibrahim Khan 
,,,,248.00,,"885,760.00",
Stock ID: 124-3376 ,,,,,,,
04-Oct-25 ,555 st jug    ,,1200,"1,200",240,"288,000",Saif Garari Gujjranwala
04-Oct-25 ,555 st body complete,,1200,"1,200",135,"162,000",Saif Garari Gujjranwala
,,,,"2,400.00",,"450,000.00",
Stock ID: 124-3377 ,,,,,,,
04-Oct-25 ,555 st base ,,2400,"2,400",105,"252,000",Safdar Sahab Gujran Wala
04-Oct-25 ,555 st chori,,1200,"1,200",46,"55,200",Safdar Sahab Gujran Wala
,,,,"3,600.00",,"307,200.00",
Stock ID: 124-3378 ,,,,,,,
07-Oct-25 ,791 Lotus Kettle,,88,88,1040,"91,520",Shahzad Band Road
07-Oct-25 ,791 Lotus Kettle,,120,120,1040,"124,800",Shahzad Band Road
,,,,208.00,,"216,320.00",
Stock ID: 124-3379 ,,,,,,,
07-Oct-25 ,Jali Stainer,,65,65,500,"32,500",Raees Ahmad Peer Makki
,,,,65.00,,"32,500.00",
Stock ID: 124-338 ,,,,,,,
05-Sep-25 ,671 ND Air Fryer,,2,2,13920,"27,840",National Distributor
05-Sep-25 ,222 ND National Juicer,,15,15,6351,"95,265",National Distributor
,,,,17.00,,"123,105.00",
Stock ID: 124-3380 ,,,,,,,
08-Oct-25 ,1065 nd hot plate,,8,8,5220,"41,760",National Distributor
08-Oct-25 ,615 ND National Food Processor,,8,8,9222,"73,776",National Distributor
08-Oct-25 ,3096 ND National Garments Steamer,,4,4,11310,"45,240",National Distributor
08-Oct-25 ,103 ND National Sandwich Maker Steel,,6,6,3045,"18,270",National Distributor
08-Oct-25 ,1053 ND National Hot Plate ,,8,8,5220,"41,760",National Distributor
08-Oct-25 ,211 ND National Sandwich Maker,,4,4,5307,"21,228",National Distributor
,,,,38.00,,"242,034.00",
Stock ID: 124-3387 ,,,,,,,
08-Oct-25 ,9770 Philips Air Fryer 12 Ltr,,10,10,17300,"173,000",Angeleno Madina Bara Center
,,,,10.00,,"173,000.00",
Stock ID: 124-3388 ,,,,,,,
08-Oct-25 ,20 MH National Microwave Oven,,100,100,11300,"1,130,000",Multy Net Mehdi Bhai
08-Oct-25 ,20 MH National Microwave Oven,,200,200,11300,"2,260,000",Multy Net Mehdi Bhai
,,,,300.00,,"3,390,000.00",
Stock ID: 124-3392 ,,,,,,,
08-Oct-25 ,403 Philips Hot Plate,,8,8,3350,"26,800",Sitara Trading Company
,,,,8.00,,"26,800.00",
Stock ID: 124-3396 ,,,,,,,
08-Oct-25 ,Kettle China National,,320,320,780,"249,600",Sitara Trading Company
,,,,320.00,,"249,600.00",
Stock ID: 124-3397 ,,,,,,,
08-Oct-25 ,503 Panasonic Hot Plate,,40,40,3350,"134,000",Sitara Trading Company
08-Oct-25 ,100 DS Hot Plate,,80,80,3350,"268,000",Sitara Trading Company
,,,,120.00,,"402,000.00",
Stock ID: 124-3398 ,,,,,,,
08-Oct-25 ,220 Dawlance Microwave Oven,,19,19,12300,"233,700",Pasha Electronic Patiala Ground
08-Oct-25 ,220 Dawlance Microwave Oven,,20,20,12300,"246,000",Pasha Electronic Patiala Ground
08-Oct-25 ,220 Dawlance Microwave Oven,,1,1,12300,"12,300",Pasha Electronic Patiala Ground
,,,,40.00,,"492,000.00",
Stock ID: 124-3404 ,,,,,,,
08-Oct-25 ,837 ND National Stick Blender,,6,6,3741,"22,446",National Distributor
,,,,6.00,,"22,446.00",
Stock ID: 124-3405 ,,,,,,,
08-Oct-25 ,824 ND National Stick Blender,,6,6,4176,"25,056",National Distributor
,,,,6.00,,"25,056.00",
Stock ID: 124-3406 ,,,,,,,
08-Oct-25 ,29 Ltr Vacuum Clear,,6,6,9500,"57,000",Angeleno Madina Bara Center
,,,,6.00,,"57,000.00",
Stock ID: 124-3416 ,,,,,,,
08-Oct-25 ,3600 National 4in1 Juicer,,90,90,3550,"319,500",Sitara Trading Company
,,,,90.00,,"319,500.00",
Stock ID: 124-3444 ,,,,,,,
08-Oct-25 ,318 ND National Vacuum Cleaner,,2,2,11310,"22,620",National Distributor
,,,,2.00,,"22,620.00",
Stock ID: 124-3455 ,,,,,,,
08-Oct-25 ,2062 Anex Hot Plate,,3,3,10920,"32,760",Anex Company Farrukh Sahab
,,,,3.00,,"32,760.00",
Stock ID: 124-3456 ,,,,,,,
08-Oct-25 ,23 DG Microwave Oven,,5,5,14700,"73,500",Sitara Traders Micro Deal 
08-Oct-25 ,723 DG Microwave Oven,,5,5,14700,"73,500",Sitara Traders Micro Deal 
08-Oct-25 ,825 TG Microwave Oven ,,5,5,20300,"101,500",Sitara Traders Micro Deal 
,,,,15.00,,"248,500.00",
Stock ID: 124-347 ,,,,,,,
05-Sep-25 ,1141 Anex Chopper,,4,4,16607.5,"66,430",Anex Company Farrukh Sahab
,,,,4.00,,"66,430.00",
Stock ID: 124-3471 ,,,,,,,
08-Oct-25 ,Sinbo White Fish Heater,,300,300,670,"201,000",Manzoor Electric Market Shah Alam
08-Oct-25 ,Sinbo White Fish Heater,,180,180,670,"120,600",Manzoor Electric Market Shah Alam
,,,,480.00,,"321,600.00",
Stock ID: 124-3472 ,,,,,,,
08-Oct-25 ,016 Seco Fan Heater,,520,520,2325,"1,209,000",Abid Bhai Seco 
,,,,520.00,,"1,209,000.00",
Stock ID: 124-3473 ,,,,,,,
08-Oct-25 ,2212 Seco Dish Heater,,200,200,1130,"226,000",Abid Bhai Seco 
,,,,200.00,,"226,000.00",
Stock ID: 124-3474 ,,,,,,,
08-Oct-25 ,016 Seco Fan Heater,,520,520,2325,"1,209,000",Abid Bhai Seco 
,,,,520.00,,"1,209,000.00",
Stock ID: 124-3475 ,,,,,,,
08-Oct-25 ,2212 Seco Dish Heater,,200,200,1130,"226,000",Abid Bhai Seco 
,,,,200.00,,"226,000.00",
Stock ID: 124-3476 ,,,,,,,
08-Oct-25 ,6023 M Net Black Microwave Oven,,25,25,15000,"375,000",Multy Net Mehdi Bhai
08-Oct-25 ,30 litter grill microwave,,20,20,20000,"400,000",Multy Net Mehdi Bhai
,,,,45.00,,"775,000.00",
Stock ID: 124-3477 ,,,,,,,
07-Oct-25 ,Wire Blender Amm,,1000,"1,000",33,"33,000",Imran Wire 
07-Oct-25 ,Wire Computerise Juicer & Blender,,1200,"1,200",55,"66,000",Imran Wire 
,,,,"2,200.00",,"99,000.00",
Stock ID: 124-3478 ,,,,,,,
08-Oct-25 ,630 Seco Heater,,1,1,2300,"2,300",Abid Bhai Seco 
,,,,1.00,,"2,300.00",
Stock ID: 124-348 ,,,,,,,
04-Sep-25 ,BUTTON DEURON ,,432,432,80,"34,560",Raees Ahmad Peer Makki
,,,,432.00,,"34,560.00",
Stock ID: 124-3488 ,,,,,,,
08-Oct-25 ,015 seco hellogen 3 rad,,20,20,2200,"44,000",Abid Bhai Seco 
08-Oct-25 ,012 Seco Fan Heater,,60,60,1800,"108,000",Abid Bhai Seco 
,,,,80.00,,"152,000.00",
Stock ID: 124-349 ,,,,,,,
05-Sep-25 ,GOLDEN JALI ,,120,120,550,"66,000",Raees Ahmad Peer Makki
,,,,120.00,,"66,000.00",
Stock ID: 124-350 ,,,,,,,
05-Sep-25 ,301 Kenwood Hot Plate,,12,12,3450,"41,400",Sitara Trading Company
,,,,12.00,,"41,400.00",
Stock ID: 124-3541 ,,,,,,,
09-Oct-25 ,29 Ltr Vacuum Clear,,50,50,9500,"475,000",Angeleno Madina Bara Center
